,cycle_type,Time,Capacity
0,charge,5080.078,
1,impedance,0.08024913040541176,0.1445925073678542
2,discharge,3360.922,1.686525555152074
3,charge,10803.703999999998,
4,discharge,3289.406,1.6624606531639186
5,charge,10802.781,
6,discharge,3244.797,1.6534010755700512
7,charge,10802.468,
8,discharge,3211.438,1.6452145903490936
9,charge,10802.39,
10,discharge,3175.594,1.635664062367341
11,impedance,0.07730111407030993,0.1266961367194894
12,charge,10802.547,
13,impedance,0.07686161673949476,0.12230329986492494
14,discharge,2646.625,0.0
15,charge,10513.953,
16,discharge,3121.672,1.6267769765146463
17,charge,10805.0,
18,discharge,3102.937,1.6159715504743064
19,charge,10804.266,
20,discharge,3089.437,1.6076028386649623
21,charge,10803.594,
22,discharge,3077.75,1.6003360401431612
23,impedance,0.0749501640530671,0.12592465844771708
24,charge,10802.406,
25,impedance,0.07839386999500478,0.12002831056634808
26,discharge,3074.875,1.5978700914991917
27,charge,10805.516,
28,discharge,3061.891,1.5900310265163515
29,charge,10804.578,
30,discharge,3058.469,1.5816311155652092
31,charge,10802.781000000003,
32,discharge,3040.75,1.5714556311034702
33,charge,10803.484,
34,discharge,3037.641,1.563220798569978
35,impedance,0.07698713390028321,0.12424578912430466
36,charge,10803.953,
37,impedance,0.07503238052652698,0.12657991793698908
38,discharge,3044.828,1.5606775388245586
39,charge,10802.313,
40,discharge,3030.25,1.5523886011314287
41,charge,10802.547,
42,discharge,3017.578,1.5444592876561967
43,charge,10805.141,
44,discharge,3015.0,1.536558134180655
45,charge,10802.875,
46,discharge,2999.454,1.5307255867941072
47,impedance,0.07679114832341283,0.12158409640466683
48,charge,10803.204,
49,impedance,0.0759165015493674,0.1254534625171989
50,discharge,3054.859,1.545242808242328
51,impedance,0.07739120759867783,0.12141622732182948
52,charge,10803.672,
53,impedance,0.07752764450604152,0.11946069327239817
54,discharge,3034.875,1.5397144491816253
55,charge,10803.109,
56,discharge,3030.0,1.5305357077773765
57,charge,10803.687000000005,
58,discharge,3011.781,1.5199735224097084
59,charge,10805.016,
60,discharge,2990.25,1.5136629526844203
61,charge,10802.484,
62,discharge,2980.234,1.5012870006992953
63,impedance,0.07729833668343672,0.11953556538526514
64,charge,10804.281,
65,impedance,0.07727130580941005,0.12107601463935408
66,discharge,2994.844,1.5023814734911674
67,charge,10806.0,
68,discharge,2987.672,1.4980955154277502
69,charge,10803.312,
70,discharge,2975.1100000000006,1.4906542391377111
71,charge,10806.016,
72,discharge,2953.219,1.4843971639436213
73,charge,10802.829,
74,discharge,2955.484,1.4725321936230114
75,impedance,0.07632131959333352,0.12252765734617399
76,charge,10802.265,
77,impedance,0.07913645896445493,0.11909423133078922
78,discharge,2957.016,1.4663149382113208
79,charge,10805.875,
80,discharge,2948.219,1.4671298468877776
81,charge,10804.343,
82,discharge,2935.5,1.4593858997633138
83,charge,10805.5,
84,discharge,2913.797000000006,1.4467901368505207
85,charge,10803.484,
86,discharge,2900.703,1.4390669859638228
87,impedance,0.07753220944672952,0.12132706482687759
88,charge,10805.328,
89,impedance,0.0777204814999557,0.1256969602403172
90,discharge,2914.031,1.4389892550462602
91,charge,10805.453,
92,discharge,2901.968,1.4386198779578576
93,charge,10806.391,
94,discharge,2901.734,1.4313412096653504
95,charge,10805.922,
96,discharge,2887.407,1.422973037663468
97,charge,10805.39,
98,discharge,2861.937,1.4150153099745097
99,impedance,0.07773774049027515,0.12090151859814768
100,charge,10803.094,
101,impedance,0.07699890751275426,0.12526508966211772
102,discharge,1055.25,0.0572172710622218
103,impedance,0.08950679150345599,0.216723390414773
104,charge,10806.266,
105,impedance,0.08772716773184318,0.23682436071601476
106,discharge,1012.187,0.0573587470253984
107,charge,10803.094,
108,discharge,991.172,0.05749687545445231
109,charge,10805.765,
110,discharge,982.094,0.05763088809888528
111,charge,8483.202999999994,
112,discharge,1063.609,0.055116913339787174
113,charge,10803.406,
114,impedance,0.08535740124432564,0.2365673620223707
115,discharge,1067.641,0.06740755265748018
116,charge,10806.531,
117,discharge,1048.687,0.0675676530317139
118,charge,10803.828,
119,discharge,1039.984,0.055637310449156464
120,charge,10805.687000000005,
121,discharge,687.328,0.06822433276106823
122,charge,9426.047,
123,discharge,1047.531,0.056052453431514465
124,impedance,0.08468560534357682,0.24490099893801626
125,charge,10802.828,
126,impedance,0.08554390767319572,0.22657190070376734
127,discharge,1038.375,0.06868220130105056
128,charge,10806.515,
129,discharge,1030.703,0.06874755353346529
130,charge,10806.563,
131,discharge,1010.765,0.05651439891347486
132,charge,10805.016,
133,discharge,1025.719,0.05673307185387369
134,charge,10803.234,
135,discharge,1016.859,0.0694133756360175
136,impedance,0.08775342314980321,0.2388945124770911
137,charge,10804.39,
138,impedance,0.08480530404888771,0.24481609713311703
139,discharge,1021.079,0.05931766444664955
140,charge,10805.093,
141,discharge,1010.562,0.06981707253622738
142,charge,10803.343,
143,discharge,1003.313,0.05746435089694075
144,charge,10804.438,
145,discharge,1006.187,0.07053774383993697
146,charge,10805.344,
147,discharge,996.765,0.05805466052344494
148,impedance,0.08492496273089727,0.22668650367282095
149,charge,10803.656,
150,impedance,0.0872763634531949,0.21135400680805105
151,discharge,999.422,0.07083992015291063
152,charge,10804.406,
153,discharge,990.234,0.058171836130525824
154,charge,10804.733999999997,
155,discharge,608.953,0.05830515712798288
156,charge,10803.687,
157,discharge,586.719,0.05845592669367763
158,charge,10496.5,
159,discharge,575.922,0.05862986110638707
160,impedance,0.08451206725974529,0.22784719931415315
161,charge,10132.125,
162,impedance,0.08581272321608407,0.22938811437299772
163,discharge,1050.406,0.05890033218383382
164,impedance,0.08601962728700192,0.2376739221992838
165,charge,10806.375,
166,impedance,0.08830368588819419,0.21664013591014053
167,discharge,1040.75,0.05906467702011044
168,charge,10805.687,
169,discharge,1019.125,0.07240579982844073
170,charge,10807.125,
171,discharge,618.844,0.07255632846891659
172,charge,10806.219,
173,discharge,1039.547,0.05959222988909599
174,charge,10804.937,
175,discharge,1004.328,0.07321709022768585
176,impedance,0.0867893204631133,0.22967371535404632
177,charge,10806.062,
178,impedance,0.08821941810165612,0.207645453619687
179,discharge,1005.75,0.05984100849986973
180,charge,10806.281,
181,discharge,995.797,0.07344347056971572
182,charge,10803.813,
183,discharge,998.921,0.07373739605923264
184,charge,10805.718,
185,discharge,989.141,0.06032312489727431
186,charge,10807.077999999994,
187,discharge,979.203,0.07409611978234346
188,impedance,0.08508377809860072,0.24645325293244358
189,charge,10804.672,
190,impedance,0.08595780589699419,0.21148257831544048
191,discharge,994.031,0.060717150532954955
192,charge,10804.688,
193,discharge,971.516,0.06082844229397962
194,charge,10803.297,
195,discharge,810.563,0.060928844447982224
196,charge,10807.219,
197,discharge,599.047,0.061220387365620216
198,charge,10802.344,
199,discharge,109.078,0.06133677582691605
200,impedance,0.08399400324681425,0.22257288897195524
201,charge,4877.25,
202,impedance,0.08514505289394883,0.21569641991910513
203,discharge,109.17099999999999,0.0615021959933087
204,charge,4091.172000000006,
205,discharge,96.484,0.0615436456229027
206,charge,3046.829,
207,discharge,109.094,0.061368282981907545
208,charge,3301.0,
209,discharge,96.906,0.061633508888739995
210,charge,3004.844,
211,discharge,97.015,0.061981030875948785
