,cycle_type,Time,Capacity
0,discharge,982.938,0.8980573709676724
1,impedance,0.10741225627911477,0.19422549669639166
2,charge,10573.281,
3,impedance,0.13540866462635234,0.165173115662009
4,discharge,1489.953,1.1026236331914077
5,charge,10806.983999999997,
6,discharge,1479.703,1.0885801879473431
7,charge,10806.125,
8,discharge,1468.172,1.0613249847591086
9,charge,10806.219,
10,discharge,1457.0,1.0347062057983545
11,charge,10805.219,
12,discharge,1437.047,1.0269978594353013
13,impedance,0.1389866409231137,0.16159545599353686
14,charge,10807.094,
15,impedance,0.14095891531709845,0.1633585736118174
16,discharge,1170.531,1.0785019710989419
17,impedance,0.13853774319036694,0.1618850589403124
18,charge,10806.5,
19,impedance,0.13906044868377077,0.16444154506452435
20,discharge,1436.141,1.0638897478802845
21,charge,10805.484,
22,discharge,1420.172,1.0366551223324423
23,charge,10806.625,
24,discharge,1397.0,1.030941327482094
25,charge,10808.453,
26,discharge,1393.25,1.0140084541034655
27,charge,10805.343,
28,discharge,1380.938,1.008516095994519
29,impedance,0.1406855604946799,0.16216425891647474
30,charge,10805.765,
31,impedance,0.14175666162727368,0.16558056168449775
32,discharge,6375.828,1.7419245088095903
33,impedance,0.15272399028692812,0.17003870500740276
34,charge,9431.187,
35,impedance,0.14427998452270668,0.1557451124738889
36,discharge,6574.671,1.779741859708433
37,charge,9354.125,
38,discharge,6571.156000000003,1.7815666306452766
39,charge,9684.859,
40,discharge,6569.11,1.7834859577156017
41,charge,9398.093,
42,discharge,6558.75,1.7864411650415675
43,charge,9448.985,
44,discharge,6567.516,1.7859997608067948
45,impedance,0.14917800185864066,0.16974976972502936
46,charge,9396.0,
47,impedance,0.14648742178282997,0.15805454192523422
48,discharge,6430.172,1.7769523773001608
49,impedance,0.15012736099411347,0.1691344665498041
50,charge,9409.969,
51,impedance,0.1455291574783139,0.1573004337390157
52,discharge,6554.327999999994,1.781428917321899
53,charge,9368.047,
54,discharge,6560.922,1.7859452772697197
55,charge,9400.125,
56,discharge,6559.047,1.785208429691551
57,charge,9433.39,
58,discharge,6553.781,1.783596609584544
59,charge,9381.859,
60,discharge,6540.187,1.7796783152744713
61,impedance,0.14940349018213833,0.1675946844088751
62,charge,9474.5,
63,impedance,0.14500986523159493,0.15811368788608726
64,discharge,6535.922,1.7841102592788645
65,charge,9408.218999999997,
66,discharge,6544.078,1.7833032331592193
67,charge,9408.875,
68,discharge,6531.187,1.7796186141356956
69,charge,9432.687,
70,discharge,6528.562,1.7816592334352586
71,charge,9471.735,
72,discharge,6525.187,1.7775911304124035
73,impedance,0.14994778866927125,0.16392491137007645
74,charge,9526.234,
75,impedance,0.14584673174899057,0.1571041662792431
76,discharge,6515.938,1.777701881971679
77,charge,9971.717999999993,
78,discharge,6532.015,1.7789547618270618
79,charge,9591.875,
80,discharge,6527.922,1.7807753731135043
81,charge,9518.188,
82,discharge,6519.328,1.778415319026661
83,charge,9546.937,
84,discharge,6510.063,1.7789773899108463
85,impedance,0.14812418177752545,0.17153185082990613
86,charge,9686.781,
87,impedance,0.1456213343445297,0.15781659459342282
88,discharge,6501.718,1.7792479347236045
89,charge,9566.5,
90,discharge,6509.047,1.7779204573685081
91,charge,9556.735,
92,discharge,6502.438,1.779227040224144
93,charge,9634.469,
94,discharge,6502.047,1.7760634320079352
95,charge,9887.515,
96,discharge,6498.86,1.775103937963957
97,impedance,0.14756299670325823,0.17164905527418417
98,charge,9817.796,
99,impedance,0.14528367016745133,0.1571691009282757
100,discharge,3162.047,1.733064100138742
101,impedance,0.146444823885942,0.16274519106092866
102,charge,9363.235,
103,impedance,0.14618259692836447,0.158944262526129
104,discharge,3173.141,1.7394892806215223
105,charge,9343.531,
106,discharge,3169.844,1.7378064360392924
107,charge,9346.89,
108,discharge,3156.563,1.730028145799833
109,charge,9330.485,
110,discharge,3155.047,1.7290404566542985
111,charge,9391.578,
112,discharge,3142.312,1.7286072907068815
113,impedance,0.1455848393689511,0.16212898506269313
114,charge,9479.703,
115,impedance,0.14679376835166247,0.15906437833902004
116,discharge,1485.047,1.52573884649634
117,impedance,0.15616698559323608,0.1687487221470342
118,charge,8733.172,
119,impedance,0.15644311656628923,0.16888662807381682
120,discharge,1489.313,1.5301475534434217
121,charge,3171.625,
