,cycle_type,Time,Capacity
0,charge,5080.078,
1,impedance,0.07586446951010223,0.12833068256289634
2,discharge,3360.922,1.7287126633755356
3,charge,10803.703999999998,
4,discharge,3289.406,1.7314706281853145
5,charge,10802.781,
6,discharge,3244.797,1.7282350363146088
7,charge,10802.468,
8,discharge,3211.438,1.720344742291621
9,charge,10802.39,
10,discharge,3175.594,1.7221734367707637
11,impedance,0.07459822481100649,0.11723074758161219
12,charge,10802.547,
13,impedance,0.07516360963661257,0.11313805264056541
14,discharge,2646.625,0.0
15,charge,10513.953,
16,discharge,3121.672,1.708669577331945
17,charge,10805.0,
18,discharge,3102.937,1.7036476485918646
19,charge,10804.266,
20,discharge,3089.437,1.6958375743577971
21,charge,10803.594,
22,discharge,3077.75,1.6949064846676911
23,impedance,0.07392799691843323,0.1154839130420179
24,charge,10802.406,
25,impedance,0.07391533413115818,0.11607942808438541
26,discharge,3074.875,1.6874768094352455
27,charge,10805.516,
28,discharge,3061.891,1.685989172917945
29,charge,10804.578,
30,discharge,3058.469,1.6782864747774933
31,charge,10802.781000000003,
32,discharge,3040.75,1.6739647640901527
33,charge,10803.484,
34,discharge,3037.641,1.6722378801237066
35,impedance,0.07322114427450227,0.11524739050768826
36,charge,10803.953,
37,impedance,0.07404775971247318,0.11488442964323797
38,discharge,3044.828,1.6759897900491967
39,charge,10802.313,
40,discharge,3030.25,1.6618247672847988
41,charge,10802.547,
42,discharge,3017.578,1.6606710352566112
43,charge,10805.141,
44,discharge,3015.0,1.6530644874507203
45,charge,10802.875,
46,discharge,2999.454,1.649953986270456
47,impedance,0.07540308656046427,0.11303459419751533
48,charge,10803.204,
49,impedance,0.07475265387117375,0.11489667380043778
50,discharge,3054.859,1.681297805444492
51,impedance,0.07354576461548384,0.11293119041336416
52,charge,10803.672,
53,impedance,0.07386759284737364,0.11273427681114058
54,discharge,3034.875,1.6700520424481298
55,charge,10803.109,
56,discharge,3030.0,1.667181860354792
57,charge,10803.687000000005,
58,discharge,3011.781,1.6568865613275168
59,charge,10805.016,
60,discharge,2990.25,1.6449819446579936
61,charge,10802.484,
62,discharge,2980.234,1.639214585000014
63,impedance,0.07354360198293662,0.11190728448619446
64,charge,10804.281,
65,impedance,0.07399446602680612,0.11275298341358728
66,discharge,2994.844,1.6410599890208055
