,cycle_type,Time,Capacity
0,discharge,1819.406,1.001982588175331
1,impedance,0.10545822995255894,0.14876911753412897
2,charge,10804.687,
3,impedance,0.10298675265936502,0.1308088982207626
4,discharge,3260.531,1.8011007566288924
5,charge,10804.797000000006,
6,discharge,3265.75,1.8044229856020628
7,charge,10742.266,
8,discharge,3264.109,1.804388833772829
9,charge,10680.516,
10,discharge,3253.531,1.7989248871784247
11,charge,10805.453,
12,discharge,3242.578,1.792996521672392
13,impedance,0.10188244020315304,0.1374624484507808
14,charge,10807.953,
15,impedance,0.10126095415876296,0.12915983066943287
16,discharge,3234.625,1.7885507985621891
17,charge,10807.078,
18,discharge,3235.36,1.7890856930727703
19,charge,10808.171000000002,
20,discharge,3236.125,1.7893137312833287
21,charge,10806.641,
22,discharge,3230.25,1.7860759459480868
23,charge,10807.39,
24,discharge,3226.078,1.7836324249650817
25,impedance,0.10146757851010482,0.13474116799238026
26,charge,10808.203,
27,impedance,0.10139314834664595,0.12638934825771755
28,discharge,3224.5,1.7829728738072719
29,charge,10805.781,
30,discharge,3222.188,1.7813775963259668
31,charge,10808.015,
32,discharge,3216.546000000002,1.7785359545932946
33,charge,10807.844,
34,discharge,3211.859,1.7759043090943398
35,charge,10807.343,
36,discharge,3215.859,1.7780426649905914
37,impedance,0.10234422843983315,0.13158206425760444
38,charge,10806.468,
39,impedance,0.10251678155020212,0.12548686234525916
40,discharge,3225.125,1.7830029333591655
41,charge,10809.094,
42,discharge,3234.343,1.7883000424613877
43,charge,10807.516,
44,discharge,3218.25,1.779294712578026
45,charge,10807.766000000003,
46,discharge,3203.5,1.7709235500451854
47,charge,10805.969,
48,discharge,3194.39,1.7659050180801104
49,impedance,0.10071259828115524,0.1307354701961412
50,charge,10781.344,
51,impedance,0.10226225717620076,0.12531835692421753
52,discharge,3225.219,1.7826929241469245
53,impedance,0.10428692402390755,0.12804488530256947
54,charge,10500.75,
55,impedance,0.10259514112165391,0.12371982298318268
56,discharge,3252.985,1.7964662072920203
57,charge,10759.047000000006,
58,discharge,3245.25,1.7909083533422898
59,charge,10808.219,
60,discharge,3235.031,1.78518002808874
61,charge,10806.25,
62,discharge,3228.141,1.7811343176546524
63,charge,10807.046,
64,discharge,3217.875,1.7755577789223567
65,impedance,0.10241248406469061,0.12815906269146135
66,charge,10807.812,
67,impedance,0.10204811463919115,0.1239919497346756
68,discharge,3220.219,1.776885870616115
69,charge,10794.063,
70,discharge,3210.234,1.7713083410378214
71,charge,10807.437999999995,
72,discharge,3210.546,1.7713348840874137
73,charge,10807.515,
74,discharge,3200.969,1.7660842866405053
75,charge,10801.0,
76,discharge,3188.625,1.7592793663412327
77,impedance,0.10117996558184275,0.12779627560331192
78,charge,10808.875,
79,impedance,0.10212703107225769,0.12328978939994457
80,discharge,3191.735,1.7610368813762423
81,charge,10762.766,
82,discharge,3190.313,1.760242767365706
83,charge,10727.078,
84,discharge,3182.156,1.7555899416034397
85,charge,10807.75,
86,discharge,3180.156,1.7545602176655593
87,charge,10788.031,
88,discharge,3171.953,1.7499108336094897
89,impedance,0.10210059005761468,0.12826730459005167
90,charge,10810.422,
91,impedance,0.10231280847561808,0.12277846043082821
