,cycle_type,Time,Capacity
0,impedance,0.08141136501428463,0.13435294061149733
1,charge,10806.079,
2,impedance,0.08176458673559299,0.10682087072021014
3,discharge,6515.422000000006,1.8046847720100736
4,charge,10807.328,
5,discharge,6516.219,1.8047833214525881
6,charge,10806.312,
7,discharge,6489.5,1.797618668222458
8,charge,10807.906,
9,discharge,6471.25,1.7929913687761174
10,charge,10800.765,
11,discharge,6466.672,1.7919180081592216
12,impedance,0.0808258053141002,0.121797260168767
13,charge,10773.265,
14,impedance,0.08049755262582456,0.10171699274990839
15,discharge,6410.672,1.775026135903797
16,impedance,0.07999808984375359,0.11499739391717384
17,charge,10764.344,
18,impedance,0.07921399064492479,0.10231508026191471
19,discharge,6474.156,1.7920487852223415
20,charge,10686.219,
21,charge,9102.89,
22,discharge,6460.75,1.790475801581265
23,charge,10559.0,
24,discharge,6448.907,1.7868365091987264
25,charge,10581.078,
26,discharge,6447.125,1.7871529619962185
27,impedance,0.08024079983592583,0.11464434041763144
28,charge,10564.297,
29,impedance,0.07886642794998196,0.1014191126510086
30,discharge,6431.219,1.7816340617009505
31,impedance,0.07929841816780661,0.11507631401626708
32,charge,10670.063,
33,impedance,0.07802684371863831,0.09966656037192485
34,discharge,6442.203,1.7850235136604733
35,charge,10422.984,
36,discharge,6427.079,1.7803865429693038
37,charge,10580.156000000003,
38,discharge,6417.156,1.7789060856417256
39,charge,10479.5,
40,discharge,6398.907,1.7738387518973049
41,charge,10589.297,
42,discharge,6384.75,1.769682881523146
43,impedance,0.08031530605845097,0.11179893683290254
44,charge,10748.938,
45,impedance,0.07875491507561636,0.10011466012346665
46,discharge,6284.063,1.7408787283206992
47,impedance,0.081972677815941,0.1078622382729115
48,charge,10225.11,
49,impedance,0.0801951045701426,0.10073699416293035
50,discharge,6370.937000000005,1.7648189744011906
51,charge,10270.453,
52,discharge,6359.812,1.7617857390844023
53,charge,10255.313,
54,discharge,6346.156,1.75770610357021
55,charge,10284.375,
56,discharge,6328.172,1.7519375960601256
57,charge,10313.407,
58,discharge,6326.062,1.7521244035832177
59,impedance,0.0798330864540462,0.11018428491967498
60,charge,10531.859,
61,impedance,0.0802952194953975,0.10026582550437207
62,impedance,0.0794938925264985,0.09771330178178547
63,charge,7543.469,
64,impedance,0.07949915339953288,0.10186179380196737
65,discharge,6352.843,1.7597714133989641
66,charge,10274.11,
67,discharge,6309.172000000006,1.7483011320324189
68,charge,10359.328,
69,discharge,6284.297,1.7411482627836237
70,charge,10312.172,
71,discharge,6265.969,1.7363833316311177
72,charge,10450.047,
73,discharge,6266.641,1.736559066269527
74,impedance,0.08010920559198015,0.11308909362146788
75,charge,10603.313,
76,impedance,0.08031037805229317,0.10093533112866111
77,discharge,6198.75,1.7172335652295245
78,impedance,0.07970222029917101,0.11372273509721359
79,charge,2062.547,
