,cycle_type,Time,Capacity
0,discharge,982.938,0.11903831859341765
1,impedance,0.10413759871076331,0.12657715456937985
2,charge,10573.281,
3,impedance,0.11851988744947953,0.14797658847140885
4,discharge,1489.953,0.4729861500927512
5,charge,10806.983999999997,
6,discharge,1479.703,0.16280793829202067
7,charge,10806.125,
8,discharge,1468.172,0.4787632853388766
9,charge,10806.219,
10,discharge,1457.0,0.4711383364607152
11,charge,10805.219,
12,discharge,1437.047,0.4668172561120673
13,impedance,0.0997718128695933,0.12513128988193659
14,charge,10807.094,
15,impedance,0.102144213673012,0.12777204215045285
16,discharge,1170.531,0.4699932676625547
17,impedance,0.10302850846547995,0.12884712414973284
18,charge,10806.5,
19,impedance,0.1014537466753826,0.13110910853807886
20,discharge,1436.141,0.4627052684317185
21,charge,10805.484,
22,discharge,1420.172,0.46049447826560974
23,charge,10806.625,
24,discharge,1397.0,0.4412227248835694
25,charge,10808.453,
26,discharge,1393.25,0.44354421943965844
27,charge,10805.343,
28,discharge,1380.938,0.4126655541164234
29,impedance,0.09916571640796953,0.12565796560453293
30,charge,10805.765,
31,impedance,0.09650113796737751,0.12581449539815304
32,discharge,6375.828,1.7461791006389626
33,impedance,0.10669290243539739,0.12258906792907628
34,charge,9431.187,
35,impedance,0.10575691934226002,0.11665906488176643
36,discharge,6574.671,1.7695250734505363
37,charge,9354.125,
38,discharge,6571.156000000003,1.7715391419501945
39,charge,9684.859,
40,discharge,6569.11,1.770625483958279
41,charge,9398.093,
42,discharge,6558.75,1.7704040639447296
43,charge,9448.985,
44,discharge,6567.516,1.7695081788801759
45,impedance,0.10422074398072559,0.12260960869737472
46,charge,9396.0,
47,impedance,0.10431068055669727,0.11502293583564212
48,discharge,6430.172,1.7638356274269416
49,impedance,0.10475454289935465,0.12303707308395159
50,charge,9409.969,
51,impedance,0.10372260075043041,0.1158034441415268
52,discharge,6554.327999999994,1.7715725869786123
53,charge,9368.047,
54,discharge,6560.922,1.7701196454489683
55,charge,9400.125,
56,discharge,6559.047,1.7667569752860521
57,charge,9433.39,
58,discharge,6553.781,1.7648743629092642
59,charge,9381.859,
60,discharge,6540.187,1.763838685943225
61,impedance,0.10468253421849981,0.12371921204909304
62,charge,9474.5,
63,impedance,0.10216367165923392,0.11577837674365084
64,discharge,6535.922,1.7657225752056789
65,charge,9408.218999999997,
66,discharge,6544.078,1.7645632809383045
67,charge,9408.875,
68,discharge,6531.187,1.7608991948479125
69,charge,9432.687,
70,discharge,6528.562,1.7598362095817717
71,charge,9471.735,
72,discharge,6525.187,1.7590955400143164
73,impedance,0.10432497770452183,0.12251910856300942
74,charge,9526.234,
75,impedance,0.1047400112572983,0.11748575320016656
76,discharge,6515.938,1.7560495443976523
77,charge,9971.717999999993,
78,discharge,6532.015,1.7571677199949287
79,charge,9591.875,
80,discharge,6527.922,1.7558911269459976
81,charge,9518.188,
82,discharge,6519.328,1.7533419072229914
83,charge,9546.937,
84,discharge,6510.063,1.7506673845335168
85,impedance,0.10555188286730889,0.123643384223538
86,charge,9686.781,
87,impedance,0.10388916051668466,0.11598649883487762
88,discharge,6501.718,1.7510006664162403
89,charge,9566.5,
90,discharge,6509.047,1.7496058853847873
91,charge,9556.735,
92,discharge,6502.438,1.7477359172183355
93,charge,9634.469,
94,discharge,6502.047,1.7444225468099093
95,charge,9887.515,
96,discharge,6498.86,1.743308366083936
97,impedance,0.10699460054134487,0.12333536476641997
98,charge,9817.796,
99,impedance,0.10367964289518751,0.11582993101311871
100,discharge,3162.047,1.6556691733888471
101,impedance,0.10226557927213518,0.11619091271968048
102,charge,9363.235,
103,impedance,0.10260174191072342,0.11522459440593265
104,discharge,3173.141,1.64297669457593
105,charge,9343.531,
106,discharge,3169.844,1.6343822729361266
107,charge,9346.89,
108,discharge,3156.563,1.6265067062165601
109,charge,9330.485,
110,discharge,3155.047,1.618865991735961
111,charge,9391.578,
112,discharge,3142.312,1.6114968339209264
113,impedance,0.10456181700206076,0.11683766667785118
114,charge,9479.703,
115,impedance,0.10459572193166208,0.11701782728982862
116,discharge,1485.047,1.3240805773461226
117,impedance,0.10493381622184512,0.11615802009771455
118,charge,8733.172,
119,impedance,0.1065281068779178,0.11819047381996031
120,discharge,1489.313,1.3153386221697692
121,charge,3171.625,
