,cycle_type,Time,Capacity
0,discharge,982.938,0.6734628137095633
1,impedance,0.11879545490125676,0.14757159306159412
2,charge,10573.281,
3,impedance,0.1219059975893953,0.14761160367891857
4,discharge,1489.953,0.7913062105760345
5,charge,10806.983999999997,
6,discharge,1479.703,0.7865824034601745
7,charge,10806.125,
8,discharge,1468.172,0.7795871426061582
9,charge,10806.219,
10,discharge,1457.0,0.7628241523125163
11,charge,10805.219,
12,discharge,1437.047,0.7405021514606399
13,impedance,0.11642042064497071,0.13851259434303276
14,charge,10807.094,
15,impedance,0.11735952503933766,0.14194627781411706
16,discharge,1170.531,0.7783970881100656
17,impedance,0.1167088325664584,0.13968627167754774
18,charge,10806.5,
19,impedance,0.11643602363821205,0.1430713061031339
20,discharge,1436.141,0.7733165409025605
21,charge,10805.484,
22,discharge,1420.172,0.7589575236409498
23,charge,10806.625,
24,discharge,1397.0,0.7407399462256391
25,charge,10808.453,
26,discharge,1393.25,0.7446218752617147
27,charge,10805.343,
28,discharge,1380.938,0.7149875629820736
29,impedance,0.116168955331647,0.13905422680888596
30,charge,10805.765,
31,impedance,0.11666729189582106,0.14080317639160897
32,discharge,6375.828,1.7075144448533202
33,impedance,0.12473379305405503,0.13860878642005267
34,charge,9431.187,
35,impedance,0.12435013494712618,0.13440667384213176
36,discharge,6574.671,1.730880859428193
37,charge,9354.125,
38,discharge,6571.156000000003,1.7328212845233328
39,charge,9684.859,
40,discharge,6569.11,1.7317734323431513
41,charge,9398.093,
42,discharge,6558.75,1.7341296392350067
43,charge,9448.985,
44,discharge,6567.516,1.7334756929990074
45,impedance,0.12393120537167894,0.1375811992235432
46,charge,9396.0,
47,impedance,0.12335649207428787,0.1331525400570718
48,discharge,6430.172,1.7243057179457875
49,impedance,0.123556032143478,0.13619763751375935
50,charge,9409.969,
51,impedance,0.12250401868234961,0.13316192756245376
52,discharge,6554.327999999994,1.7318975861687205
53,charge,9368.047,
54,discharge,6560.922,1.7333691208377457
55,charge,9400.125,
56,discharge,6559.047,1.732175650153278
57,charge,9433.39,
58,discharge,6553.781,1.7334832776102866
59,charge,9381.859,
60,discharge,6540.187,1.732372495746513
61,impedance,0.12273986068984827,0.13810798376608746
62,charge,9474.5,
63,impedance,0.12220093881840091,0.1326713927654389
64,discharge,6535.922,1.7338175297202416
65,charge,9408.218999999997,
66,discharge,6544.078,1.7329630786357868
67,charge,9408.875,
68,discharge,6531.187,1.7318839084573339
69,charge,9432.687,
70,discharge,6528.562,1.7306960059812662
71,charge,9471.735,
72,discharge,6525.187,1.7296011601947467
73,impedance,0.12216218700623653,0.1379887813251949
74,charge,9526.234,
75,impedance,0.12198587111152699,0.13339876299562053
76,discharge,6515.938,1.7296187381064656
77,charge,9971.717999999993,
78,discharge,6532.015,1.7307198617163877
79,charge,9591.875,
80,discharge,6527.922,1.729274556175907
81,charge,9518.188,
82,discharge,6519.328,1.7297962212599596
83,charge,9546.937,
84,discharge,6510.063,1.7268942069037494
85,impedance,0.1228666424484457,0.13936339080689636
86,charge,9686.781,
87,impedance,0.12121394718235165,0.13369181577109937
88,discharge,6501.718,1.7272191689306016
89,charge,9566.5,
90,discharge,6509.047,1.7285674981160106
91,charge,9556.735,
92,discharge,6502.438,1.726636381605547
93,charge,9634.469,
94,discharge,6502.047,1.7262424141835067
95,charge,9887.515,
96,discharge,6498.86,1.7252725927602899
97,impedance,0.12322650803122673,0.13987291065132254
98,charge,9817.796,
99,impedance,0.12260260505135243,0.13334727596154902
100,discharge,3162.047,1.6668026877455053
101,impedance,0.12307427553172959,0.13637310674165262
102,charge,9363.235,
103,impedance,0.1232360911234898,0.13404131221096813
104,discharge,3173.141,1.666754853762041
105,charge,9343.531,
106,discharge,3169.844,1.6583274448761054
107,charge,9346.89,
108,discharge,3156.563,1.65032263550715
109,charge,9330.485,
110,discharge,3155.047,1.6493406341242296
111,charge,9391.578,
112,discharge,3142.312,1.641919055037739
113,impedance,0.12195900314349246,0.1359097925234744
114,charge,9479.703,
115,impedance,0.12369639902717047,0.13417591396950698
116,discharge,1485.047,0.425812451177779
117,impedance,0.1392745452413228,0.14981188825358746
118,charge,8733.172,
119,impedance,0.13851689250703758,0.14988972373642645
120,discharge,1489.313,0.5569902643736575
121,charge,3171.625,
