,cycle_type,Time,Capacity
0,impedance,0.02834045552997675,0.044702257716667325
1,discharge,1572.359,1.697507332205763
2,charge,9888.75,
3,discharge,1723.281,1.844701206961174
4,charge,9764.735,
5,discharge,1705.906,1.8254376674722927
6,charge,9742.437999999995,
7,discharge,1697.688,1.815750429913437
8,charge,9674.14,
9,discharge,1686.094,1.8132993337127028
10,impedance,0.027799933820267582,0.04097831371663723
11,charge,9801.422,
12,impedance,0.02814132119972847,0.03954262418162729
13,discharge,1678.563,1.8151647619660576
14,charge,9517.672,
15,discharge,1677.469,1.8143317955190057
16,charge,9500.375,
17,discharge,1666.093,1.801343601809866
18,charge,9474.375,
19,discharge,1654.328,1.7881558802945825
20,charge,9446.969,
21,discharge,1643.812,1.7760714604539518
22,impedance,0.028695045533473497,0.04030237516698406
23,charge,9648.516,
24,impedance,0.028862176890309586,0.03974093563379893
25,discharge,1652.266,1.7852807447597443
26,charge,9315.61,
27,discharge,1648.672,1.7698116401111978
28,charge,9290.016,
29,discharge,1636.969,1.7565231680521758
30,charge,9274.812,
31,discharge,1625.187,1.7543413277348154
32,charge,9327.077999999994,
33,discharge,1622.016,1.7392875506998715
34,impedance,0.028229387375879742,0.041443692047855835
35,charge,9473.437,
36,impedance,0.02829375396231879,0.03991689466131403
37,discharge,1638.422,1.7797845109331345
38,charge,9249.172,
39,discharge,1646.438,1.7657088508465202
40,charge,9276.188,
41,discharge,1634.765,1.7523941408724169
42,charge,9297.734,
43,discharge,1622.016,1.7380191225603105
44,charge,9333.438,
45,discharge,1616.25,1.7312214443143976
46,impedance,0.02861301461538251,0.04155896609671493
47,charge,9377.641000000003,
48,impedance,0.02799948462674519,0.040024621918431674
49,discharge,1622.218,1.7379128985265808
50,charge,9200.078,
51,discharge,1619.656,1.7224270683625882
52,charge,9216.281,
53,discharge,1605.484,1.7184213765608034
54,charge,9244.75,
55,discharge,1600.75,1.7010220930648232
56,charge,9233.563,
57,discharge,1595.0,1.693698739563104
58,impedance,0.0278705700225645,0.04042561027408763
59,charge,9306.797000000006,
60,impedance,0.028154278380978896,0.0403131169157872
61,discharge,1612.422,1.713072721286705
62,charge,9228.125,
63,discharge,1598.969,1.6976972688567131
64,charge,9122.188,
65,discharge,1592.187,1.6899314034061208
66,charge,9176.562999999995,
67,discharge,1577.484,1.685023551367069
68,charge,9170.625,
69,discharge,1571.547,1.678389965463405
70,impedance,0.027189284962487115,0.040692795471203344
71,charge,9317.781,
72,impedance,0.02764501503660695,0.04095143890776487
73,discharge,1578.484,1.6737947494868326
74,charge,9136.687,
75,discharge,1574.469,1.6687898927884715
76,charge,9163.844,
77,discharge,1568.281,1.6492566306631427
78,charge,9143.156,
79,discharge,1561.422,1.6409676757039668
80,charge,9074.094,
81,discharge,1554.234,1.6456360229757092
82,impedance,0.027050163015499288,0.04082422233251372
83,charge,9387.891000000003,
84,impedance,0.028256362038714906,0.040573024202236345
85,discharge,1573.734,1.654547743574037
86,charge,9124.89,
87,discharge,1566.578,1.6461201520877546
88,charge,9101.484,
89,discharge,1550.047,1.6275119188151763
90,charge,9133.031,
91,discharge,1543.64,1.6200530533464497
92,charge,9029.031,
93,discharge,1536.781,1.612079811711934
94,impedance,0.0282771401308053,0.041414871228234076
95,charge,9287.937999999995,
96,impedance,0.02816890978226904,0.04119568604095505
