,cycle_type,Time,Capacity
0,discharge,1063.609,0.055620243768194036
1,charge,10803.406,
2,impedance,0.05354334539080437,0.1859019069554843
3,discharge,1067.641,0.05569747261227687
4,charge,10806.531,
5,discharge,1048.687,0.05583901629185397
6,charge,10803.828,
7,discharge,1039.984,0.056148059974053
8,charge,10805.687000000005,
9,discharge,687.328,0.05647053159913906
10,charge,9426.047,
11,discharge,1047.531,0.044092291840801906
12,impedance,0.05313414678822696,0.1817677975788547
13,charge,10802.828,
14,impedance,0.0517508325288131,0.1855171357206836
15,discharge,1038.375,0.05677191308141789
16,charge,10806.515,
17,discharge,1030.703,0.056938376500757296
18,charge,10806.563,
19,discharge,1010.765,0.04440148411312257
20,charge,10805.016,
21,discharge,1025.719,0.04463435818491618
22,charge,10803.234,
23,discharge,1016.859,0.04479872243657484
24,impedance,0.05267744844088869,0.1961571790484809
25,charge,10804.39,
26,impedance,0.05292480187753083,0.18576353841901344
27,discharge,1021.079,0.04670898780785478
28,charge,10805.093,
29,discharge,1010.562,0.04495371533089529
30,charge,10803.343,
31,discharge,1003.313,0.045219329019542696
32,charge,10804.438,
33,discharge,1006.187,0.04540222414694979
34,charge,10805.344,
35,discharge,996.765,0.04567901224974174
36,impedance,0.052389297131192114,0.18654643282573147
37,charge,10803.656,
38,impedance,0.05240392120723582,0.18867766492002747
39,discharge,999.422,0.04552080257033988
40,charge,10804.406,
41,discharge,990.234,0.045728541460242564
42,charge,10804.733999999997,
43,discharge,608.953,0.045860512192502
44,charge,10803.687,
45,discharge,586.719,0.045983556030275076
46,charge,10496.5,
47,discharge,575.922,0.04612876296673401
48,impedance,0.05215320746329841,0.18227332834904877
49,charge,10132.125,
50,impedance,0.05283107232807935,0.1957105875037792
51,discharge,1050.406,0.0463714545530443
52,impedance,0.05425757470774298,0.19566646638091176
53,charge,10806.375,
54,impedance,0.054090268807287026,0.2206684330727391
55,discharge,1040.75,0.04642385425314327
56,charge,10805.687,
57,discharge,1019.125,0.046579469530564604
58,charge,10807.125,
59,discharge,618.844,0.04672600894839656
60,charge,10806.219,
61,discharge,1039.547,0.046863472432443716
62,charge,10804.937,
63,discharge,1004.328,0.047123070484888584
64,impedance,0.054490620741786996,0.19846742302900744
65,charge,10806.062,
66,impedance,0.054120621726281945,0.1849572210121443
67,discharge,1005.75,0.047089685801538064
68,charge,10806.281,
69,discharge,995.797,0.04716816990682447
70,charge,10803.813,
71,discharge,998.921,0.047416623395846624
72,charge,10805.718,
73,discharge,989.141,0.04747365818614322
74,charge,10807.077999999994,
75,discharge,979.203,0.04767107168829607
76,impedance,0.05419940639795316,0.19949874151460878
77,charge,10804.672,
78,impedance,0.052332271163403485,0.19605249381914575
79,discharge,994.031,0.04775614866793622
80,charge,10804.688,
81,discharge,971.516,0.04783369052905227
82,charge,10803.297,
83,discharge,810.563,0.047922817158937946
84,charge,10807.219,
85,discharge,599.047,0.048108024971614455
86,charge,10802.344,
87,discharge,109.078,0.04808782735825877
88,impedance,0.05353843916993353,0.1834909943354005
89,charge,4877.25,
90,impedance,0.05515378413547499,0.1840077663962839
91,discharge,109.17099999999999,0.04842261926326617
92,charge,4091.172000000006,
93,discharge,96.484,0.04798649525462829
94,charge,3046.829,
95,discharge,109.094,0.04822175200495124
96,charge,3301.0,
97,discharge,96.906,0.04787731566765343
98,charge,3004.844,
99,discharge,97.015,0.04829032055579415
100,impedance,0.05360869801328119,0.19409196015739236
101,charge,3752.781,
102,impedance,0.05307708860997638,0.2149164793040737
103,discharge,5608.781,1.2156494086360898
104,impedance,0.059739667429483986,0.21736946692749104
105,charge,10807.359,
106,impedance,0.05202272396728694,0.19555490407656484
107,discharge,5703.296,1.1476416320946565
108,charge,10803.25,
109,discharge,5668.032,1.1194574527298193
110,charge,10805.14,
111,discharge,5634.047,1.0841325641850128
112,charge,10802.829,
113,discharge,5582.375,1.0607784232892656
114,charge,10802.656,
115,discharge,5567.329,1.0170312865626592
116,impedance,0.05731980784353223,0.21303814704676355
117,charge,10803.047000000006,
118,impedance,0.052690405882575925,0.2025055350689993
119,discharge,5528.453,1.0000374999808574
120,charge,10802.312,
121,discharge,5513.39,0.991506494786248
122,charge,10802.484,
123,discharge,5486.187,0.9655644425371017
124,charge,10802.266,
125,discharge,5461.922,0.9383311962439673
126,charge,10803.234,
127,discharge,5438.157,0.9298903389240268
128,impedance,0.05936869171412584,0.21036604028507633
129,charge,10807.89,
130,impedance,0.05477244939078274,0.21059450650369993
131,discharge,5402.875,0.9072117399448598
132,charge,10803.938,
133,discharge,5384.438,0.9176870676937323
134,charge,10807.062,
135,discharge,5344.859,0.9157430721963028
136,charge,10806.157,
137,discharge,5305.156,0.9111662690050432
138,charge,10804.781,
139,discharge,5284.547,0.8968901443572698
140,impedance,0.06162982433934243,0.20909069255975699
141,charge,10808.187000000005,
142,impedance,0.05574173182768255,0.19734303735728892
143,discharge,5267.843,0.8862133472800153
144,charge,10805.625,
145,discharge,5229.688,0.8931124136187014
146,charge,10805.5,
147,discharge,5206.954,0.880898507091054
148,charge,10803.016,
149,discharge,5179.062,0.8798879382023741
150,charge,10803.875,
151,discharge,5144.109,0.8682347537115443
152,impedance,0.06291676320992669,0.21851045406404562
153,charge,10807.344,
154,impedance,0.05718925656090362,0.19412918831236575
155,discharge,5142.891,0.8443569490395516
156,charge,10805.812,
157,discharge,5109.734,0.8657093203148538
158,charge,10804.172,
159,discharge,5078.937,0.848696904019178
160,charge,10803.296,
161,discharge,5051.672,0.8364948433646345
162,charge,9991.187,
