,cycle_type,Time,Capacity
0,impedance,0.07066451610132236,0.07945025753959979
1,discharge,1572.359,1.7048641073512139
2,charge,9888.75,
3,discharge,1723.281,1.8940319526948572
4,charge,9764.735,
5,discharge,1705.906,1.8747686491853095
6,charge,9742.437999999995,
7,discharge,1697.688,1.8654947184112376
8,charge,9674.14,
9,discharge,1686.094,1.8527398169018068
10,impedance,0.07229155825823269,0.08032159473668768
11,charge,9801.422,
12,impedance,0.06976059493273279,0.07703771503522405
13,discharge,1678.563,1.844174397003866
14,charge,9517.672,
15,discharge,1677.469,1.8430238477512753
16,charge,9500.375,
17,discharge,1666.093,1.8302818174911863
18,charge,9474.375,
19,discharge,1654.328,1.8173838456081814
20,charge,9446.969,
21,discharge,1643.812,1.8057992981104682
22,impedance,0.07304251157475981,0.08139940352254683
23,charge,9648.516,
24,impedance,0.07087649877371076,0.07789158051602042
25,discharge,1652.266,1.8149829605049186
26,charge,9315.61,
27,discharge,1648.672,1.7995150369321797
28,charge,9290.016,
29,discharge,1636.969,1.7866516942518147
30,charge,9274.812,
31,discharge,1625.187,1.7735550719416031
32,charge,9327.077999999994,
33,discharge,1622.016,1.769995333364443
34,impedance,0.07278072428364658,0.08111493489022924
35,charge,9473.437,
36,impedance,0.0707455120034817,0.07832398563988544
37,discharge,1638.422,1.799526080374287
38,charge,9249.172,
39,discharge,1646.438,1.7968530684449833
40,charge,9276.188,
41,discharge,1634.765,1.7838265504081745
42,charge,9297.734,
43,discharge,1622.016,1.7696444491040102
44,charge,9333.438,
45,discharge,1616.25,1.7512940457049684
46,impedance,0.0731750018300721,0.08227381236824015
47,charge,9377.641000000003,
48,impedance,0.07133262642540289,0.0789786361031034
49,discharge,1622.218,1.7697554297961993
50,charge,9200.078,
51,discharge,1619.656,1.7547726933914918
52,charge,9216.281,
53,discharge,1605.484,1.7389166355812984
54,charge,9244.75,
55,discharge,1600.75,1.7337200518764075
56,charge,9233.563,
57,discharge,1595.0,1.7150972597500092
58,impedance,0.07399371077036296,0.08304332721389349
59,charge,9306.797000000006,
60,impedance,0.07176151986282678,0.079782528012842
61,discharge,1612.422,1.7462926148815636
62,charge,9228.125,
63,discharge,1598.969,1.719149261914565
64,charge,9122.188,
65,discharge,1592.187,1.711582246191498
66,charge,9176.562999999995,
67,discharge,1577.484,1.6951051195225901
68,charge,9170.625,
69,discharge,1571.547,1.7005124371100973
70,impedance,0.07351968755589146,0.08244216680830045
71,charge,9317.781,
72,impedance,0.0713737958044209,0.0791164876167491
73,discharge,1578.484,1.7080989351250158
74,charge,9136.687,
75,discharge,1574.469,1.691435430587127
76,charge,9163.844,
77,discharge,1568.281,1.6844494328889932
78,charge,9143.156,
79,discharge,1561.422,1.664037581688075
80,charge,9074.094,
81,discharge,1554.234,1.6686372014231974
82,impedance,0.0732675736197779,0.082761888121376
83,charge,9387.891000000003,
84,impedance,0.07214616175584028,0.08006166402298927
85,discharge,1573.734,1.6899344075625968
86,charge,9124.89,
87,discharge,1566.578,1.669431712846442
88,charge,9101.484,
89,discharge,1550.047,1.6634226761839213
90,charge,9133.031,
91,discharge,1543.64,1.6436152195947373
92,charge,9029.031,
93,discharge,1536.781,1.6358000873538245
94,impedance,0.0746277661910761,0.0837355494638199
95,charge,9287.937999999995,
96,impedance,0.07233299460436984,0.07943581755418613
